Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
27,Q056,P.S. 56 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,10/8/2019,1/10/2020,1/31/2020,17800,28741,28741,DSF0000901262
27,Q056,P.S. 56 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,2/19/2020,7/20/2020,10/6/2021,80100,122905,118086,DSF0000901262
27,Q056,P.S. 56 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,2/5/2024,2/3/2025,,1032400,922407,520020,DSF0000901262
27,Q056,P.S. 56 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,2/5/2024,2/3/2025,,191350,110413,103459,DSF0000901262
27,Q056,P.S. 56 - QUEENS,SCA CIP RESOA,FY21 RESO A IPDVS CAMERA INSTALLATION,Scope,Complete,10/28/2021,3/3/2022,1/6/2022,0,2989,2989,DSF0001008204
27,Q056,P.S. 56 - QUEENS,SCA CIP RESOA,FY21 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,1/6/2022,7/1/2022,3/2/2022,24000,11954,11954,DSF0001008204
27,Q056,P.S. 56 - QUEENS,SCA CIP RESOA,FY21 RESO A IPDVS CAMERA INSTALLATION,Construction,Complete,5/20/2022,3/15/2023,7/23/2024,352000,237403,205516,DSF0001008204
27,Q056,P.S. 56 - QUEENS,SCA CIP RESOA,FY21 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",Complete,5/20/2022,3/15/2023,7/23/2024,143856,162363,160846,DSF0001008204
27,Q056,P.S. 56 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,7/16/2021,DOES,,DOES,172134,0,DSF0000912989
27,Q056,P.S. 56 - QUEENS,DOE - Skilled Trades,DOMESTIC WATER HEATER REPLACEMENT,Construction,In-Progress,1/23/2020,DOES,,DOES,64037,0,DSF0000960686
27,Q056,P.S. 56 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,5/31/2023,DOES,,DOES,242864,0,DSF0001034249
27,Q060,P.S. 60 - QUEENS,SCA CIP,EXTERIOR MASONRY,Scope,Complete,6/6/2024,10/23/2024,10/3/2024,29007,9719,7568,DSF0001127717
27,Q060,P.S. 60 - QUEENS,SCA CIP,EXTERIOR MASONRY,Design,Complete,10/4/2024,3/12/2025,2/21/2025,135364,98737,93708,DSF0001127717
27,Q060,P.S. 60 - QUEENS,SCA CIP,EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,2146492,2146492,50155,DSF0001127717
27,Q060,P.S. 60 - QUEENS,SCA CIP,EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,212715,212715,103352,DSF0001127717
27,Q060,P.S. 60 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5/5/2025,9/4/2025,5/12/2025,3729,966,966,DSF0001087502
27,Q060,P.S. 60 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,5/12/2025,11/6/2025,,14917,14917,3865,DSF0001087502
27,Q060,P.S. 60 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,214426,214426,4743,DSF0001087502
27,Q060,P.S. 60 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,55005,55005,3304,DSF0001087502
27,Q060,P.S. 60 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Scope,Complete,12/14/2023,4/17/2024,4/15/2024,0,20441,20441,DSF0001086372
27,Q060,P.S. 60 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Design,Complete,4/16/2024,8/30/2024,4/11/2025,27747,57550,54836,DSF0001086372
27,Q060,P.S. 60 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,406951,601376,5165,DSF0001086372
27,Q060,P.S. 60 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,27747,41003,19215,DSF0001086372
27,Q060,P.S. 60 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,Complete,12/14/2023,3/18/2024,9/18/2024,0,14433,14433,DSF0001087055
27,Q060,P.S. 60 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,Complete,9/19/2024,1/27/2025,4/11/2025,2253,31932,31932,DSF0001087055
27,Q060,P.S. 60 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,33050,81586,356,DSF0001087055
27,Q060,P.S. 60 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,2253,5563,3079,DSF0001087055
27,Q060,P.S. 60 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/10/2025,DIIR,6/9/2025,DIIR,50000,50000,DSF0001112969
27,Q060,P.S. 60 - QUEENS,DOE - RESOA,RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,320195,0,DSF0001111909
27,Q062,P.S. 62 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,6/22/2023,11/7/2023,11/3/2023,110505,193356,192327,"DSF0001021490, DSF0001021491, DSF0001021492, DSF0001111825"
27,Q062,P.S. 62 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,11/15/2023,4/18/2024,5/7/2024,547485,435666,367864,"DSF0001021490, DSF0001021491, DSF0001021492, DSF0001111825"
27,Q062,P.S. 62 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Construction,In-Progress,9/12/2024,9/1/2026,,11882344,10872374,4116019,"DSF0001021490, DSF0001021491, DSF0001021492, DSF0001111825"
27,Q062,P.S. 62 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,"CM,F&E",In-Progress,9/12/2024,9/1/2026,,811344,146818,143315,"DSF0001021490, DSF0001021491, DSF0001021492, DSF0001111825"
27,Q062,P.S. 62 - QUEENS,SCA CIP RESOA,RESO A GREEN ROOF,Scope,In-Progress,5/21/2025,10/7/2025,,0,7204,863,DSF0001114161
27,Q062,P.S. 62 - QUEENS,SCA CIP RESOA,RESO A GREEN ROOF,Design,PNS,PNS,PNS,PNS,6000,6000,3452,DSF0001114161
27,Q062,P.S. 62 - QUEENS,SCA CIP RESOA,RESO A GREEN ROOF,Construction,PNS,PNS,PNS,PNS,88000,88000,0,DSF0001114161
27,Q062,P.S. 62 - QUEENS,SCA CIP RESOA,RESO A GREEN ROOF,"CM,F&E",PNS,PNS,PNS,PNS,6000,6199,6199,DSF0001114161
27,Q062,P.S. 62 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER HEATER REPLACEMENT,Construction,In-Progress,12/13/2021,FTK,,FTK,227048,200023,DSF0000960677
27,Q062,P.S. 62 - QUEENS,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,350000,0,DSF0001035835
27,Q062,P.S. 62 - QUEENS,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,12/6/2024,DOER,,DOER,382624,0,DSF0001086374
27,Q062,P.S. 62 - QUEENS,DOE - RESOA,FY25 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,450000,0,DSF0001112971
27,Q063,P.S. 63 - QUEENS,SCA CIP,RTU REPLACEMENT,Scope,Complete,8/22/2019,1/28/2020,2/24/2020,19870,74031,74031,DSF0000901374
27,Q063,P.S. 63 - QUEENS,SCA CIP,RTU REPLACEMENT,Design,Complete,2/16/2021,7/16/2021,2/22/2022,99350,408057,376600,DSF0000901374
27,Q063,P.S. 63 - QUEENS,SCA CIP,RTU REPLACEMENT,Construction,In-Progress,8/5/2022,8/4/2023,,2235375,2048100,1813307,DSF0000901374
27,Q063,P.S. 63 - QUEENS,SCA CIP,RTU REPLACEMENT,"CM,F&E",In-Progress,8/5/2022,8/4/2023,,139090,346479,314517,DSF0000901374
27,Q063,P.S. 63 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / WINDOWS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,6/10/2024,10/25/2024,10/11/2024,226193,247155,245735,"DSF0001100012, DSF0001100015, DSF0001113826, DSF0001127785, DSF0001127786"
27,Q063,P.S. 63 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / WINDOWS / PARAPETS / EXTERIOR MASONRY,Design,Complete,10/30/2024,4/4/2025,4/4/2025,1048905,406861,406861,"DSF0001100012, DSF0001100015, DSF0001113826, DSF0001127785, DSF0001127786"
27,Q063,P.S. 63 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / WINDOWS / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,16573414,16653523,237045,"DSF0001100012, DSF0001100015, DSF0001113826, DSF0001127785, DSF0001127786"
27,Q063,P.S. 63 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / WINDOWS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,1732854,1732854,60185,"DSF0001100012, DSF0001100015, DSF0001113826, DSF0001127785, DSF0001127786"
27,Q063,P.S. 63 - QUEENS,SCA IEH,PO18-ABATE AND REMOVE WOOD FLOOR IN CLASSROOM 406 *,Construction,Complete,2/25/2025,IEH,4/11/2025,IEH,34144,27994,SCA0000073994
27,Q063,P.S. 63 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER HEATER REPLACEMENT,Construction,In-Progress,11/29/2021,FTK,,FTK,272773,193572,DSF0000960688
27,Q063,P.S. 63 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/4/2025,DIIR,8/20/2025,DIIR,50000,50000,DSF0001112972
27,Q063,P.S. 63 - QUEENS,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,221263,0,DSF0001035836
27,Q064,P.S. 64 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / PARAPETS / FLOOD ELIMINATION,Scope,Complete,12/11/2023,4/26/2024,11/5/2024,172558,345752,322652,"DSF0001072291, DSF0001127808, DSF0001113791, DSF0001127807, DSF0001114172"
27,Q064,P.S. 64 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / PARAPETS / FLOOD ELIMINATION,Design,In-Progress,5/15/2025,10/17/2025,,824502,824502,206562,"DSF0001072291, DSF0001127808, DSF0001113791, DSF0001127807, DSF0001114172"
27,Q064,P.S. 64 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / PARAPETS / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,14990300,14990300,149415,"DSF0001072291, DSF0001127808, DSF0001113791, DSF0001127807, DSF0001114172"
27,Q064,P.S. 64 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / PARAPETS / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,1246201,1246201,85247,"DSF0001072291, DSF0001127808, DSF0001113791, DSF0001127807, DSF0001114172"
27,Q064,P.S. 64 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6/17/2025,10/17/2025,6/24/2025,4464,1151,1151,DSF0001087503
27,Q064,P.S. 64 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,6/24/2025,12/19/2025,,17855,17855,4606,DSF0001087503
27,Q064,P.S. 64 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,256672,256672,14114,DSF0001087503
27,Q064,P.S. 64 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,65842,65842,1601,DSF0001087503
27,Q064,P.S. 64 - QUEENS,SCA IEH,PO18-77/27Q064/ROOM CLOSED TEST FLOOR  ABATE IF POSITIVE & REPLACE TEST ALL LAYERS ROOM 330 LIBRARY,Construction,Complete,6/18/2025,IEH,8/6/2025,IEH,39415,1157,SCA0000074375
27,Q064,P.S. 64 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000,0,DSF0001035837
27,Q064,P.S. 64 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/24/2025,DIIR,6/23/2025,DIIR,50000,50000,DSF0001112973
27,Q064,P.S. 64 - QUEENS,DOE - RESOA,FY24 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,10/18/2023,DOER,,DOER,56000,0,DSF0001086376
27,Q066,P.S. 66 - QUEENS,SCA CIP,WINDOWS / EXTERIOR MASONRY / ROOFS,Scope,Complete,5/22/2024,10/8/2024,3/17/2025,92601,83992,83991,"DSF0001100061, DSF0001114066, DSF0001127827"
27,Q066,P.S. 66 - QUEENS,SCA CIP,WINDOWS / EXTERIOR MASONRY / ROOFS,Design,Complete,3/31/2025,8/29/2025,9/3/2025,417085,209980,199783,"DSF0001100061, DSF0001114066, DSF0001127827"
27,Q066,P.S. 66 - QUEENS,SCA CIP,WINDOWS / EXTERIOR MASONRY / ROOFS,Construction,PNS,PNS,PNS,PNS,6479888,6479888,6211,"DSF0001100061, DSF0001114066, DSF0001127827"
27,Q066,P.S. 66 - QUEENS,SCA CIP,WINDOWS / EXTERIOR MASONRY / ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,846565,846565,62278,"DSF0001100061, DSF0001114066, DSF0001127827"
27,Q066,P.S. 66 - QUEENS,SCA IEH,"PO18-REMOVE ACM ON PIPING LOACTED ON 1ST FLOOR HALLWAY BY DRINKING FOUNTAIN , PIPING HAS BEEN MARKED",Construction,Complete,4/15/2025,IEH,4/26/2025,IEH,24380,3302,SCA0000074152
27,Q090,P.S. 90 - QUEENS,SCA CIP,AUDITORIUM UPGRADE,Scope,Complete,6/13/2017,10/13/2017,9/25/2017,27870,25449,25449,DSF0000743438
27,Q090,P.S. 90 - QUEENS,SCA CIP,AUDITORIUM UPGRADE,Design,Complete,2/21/2018,7/23/2018,5/18/2018,102190,146069,145944,DSF0000743438
27,Q090,P.S. 90 - QUEENS,SCA CIP,AUDITORIUM UPGRADE,Construction,In-Progress,7/23/2018,7/22/2019,,1082285,951320,846721,DSF0000743438
27,Q090,P.S. 90 - QUEENS,SCA CIP,AUDITORIUM UPGRADE,"CM,F&E",In-Progress,7/23/2018,7/22/2019,,250830,142643,142518,DSF0000743438
27,Q090,P.S. 90 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Scope,Complete,1/13/2020,4/13/2020,9/24/2021,83050,93248,93248,"DSF0000947313, DSF0000996192"
27,Q090,P.S. 90 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Design,Complete,9/29/2021,4/6/2022,5/10/2023,415250,516957,493052,"DSF0000947313, DSF0000996192"
27,Q090,P.S. 90 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Construction,In-Progress,9/12/2023,12/4/2024,,9343125,9161646,8032125,"DSF0000947313, DSF0000996192"
27,Q090,P.S. 90 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,"CM,F&E",In-Progress,9/12/2023,12/4/2024,,581350,489211,413330,"DSF0000947313, DSF0000996192"
27,Q090,P.S. 90 - QUEENS,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ROOFS,Scope,Complete,6/21/2024,11/6/2024,10/15/2024,333135,189259,188884,"DSF0001100478, DSF0001100482, DSF0001100483, DSF0001113827, DSF0001128260"
27,Q090,P.S. 90 - QUEENS,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ROOFS,Design,Complete,11/14/2024,4/18/2025,4/11/2025,1552605,311812,311812,"DSF0001100478, DSF0001100482, DSF0001100483, DSF0001113827, DSF0001128260"
27,Q090,P.S. 90 - QUEENS,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ROOFS,Construction,PNS,PNS,PNS,PNS,24601934,24601934,135632,"DSF0001100478, DSF0001100482, DSF0001100483, DSF0001113827, DSF0001128260"
27,Q090,P.S. 90 - QUEENS,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,2465434,2465434,93164,"DSF0001100478, DSF0001100482, DSF0001100483, DSF0001113827, DSF0001128260"
27,Q090,P.S. 90 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/24/2025,7/10/2025,3/4/2025,4996,640,640,DSF0001087510
27,Q090,P.S. 90 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/4/2025,8/4/2025,7/30/2025,19983,2561,2561,DSF0001087510
27,Q090,P.S. 90 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,287256,287256,1388,DSF0001087510
27,Q090,P.S. 90 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,73687,73687,5212,DSF0001087510
27,Q090,P.S. 90 - QUEENS,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,Scope,Complete,2/13/2025,6/16/2025,7/14/2025,0,17275,1263,DSF0001112994
27,Q090,P.S. 90 - QUEENS,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,Design,In-Progress,7/21/2025,12/5/2025,,45000,45157,5051,DSF0001112994
27,Q090,P.S. 90 - QUEENS,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,660000,660000,0,DSF0001112994
27,Q090,P.S. 90 - QUEENS,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,45000,45000,11083,DSF0001112994
27,Q090,P.S. 90 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,Complete,6/12/2025,9/15/2025,8/18/2025,0,209,209,DSF0001113635
27,Q090,P.S. 90 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,In-Progress,8/27/2025,1/2/2026,,8837,835,835,DSF0001113635
27,Q090,P.S. 90 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,129608,129608,0,DSF0001113635
27,Q090,P.S. 90 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,8837,8837,1281,DSF0001113635
27,Q090,P.S. 90 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/12/2025,DIIR,8/5/2025,DIIR,150000,150000,DSF0001112993
27,Q090,P.S. 90 - QUEENS,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000,0,DSF0001112991
27,Q090,P.S. 90 - QUEENS,DOE - RESOA,FY25 RESO A WATER FOUNTAIN UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,50000,0,DSF0001112992
27,Q090,P.S. 90 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,7/2/2024,DOES,,DOES,238033,0,DSF0001008707
27,Q096,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,Scope,Complete,10/27/2020,10/27/2020,10/27/2020,15255,19781,19781,DSF0000912660
27,Q096,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,Design,Complete,12/18/2020,5/28/2021,1/20/2022,68649,33358,33358,DSF0000912660
27,Q096,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,Construction,PNS,PNS,PNS,PNS,884809,884809,9808,DSF0000912660
27,Q096,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,"CM,F&E",PNS,PNS,PNS,PNS,163995,163995,6369,DSF0000912660
27,Q096,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,Scope,Complete,10/27/2020,10/27/2020,10/27/2020,29810,65250,65250,DSF0000912660
27,Q096,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,Design,Complete,10/28/2020,2/1/2021,2/2/2021,149050,356987,349392,DSF0000912660
27,Q096,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,Construction,In-Progress,5/24/2021,10/20/2021,,3353625,3320050,2743475,DSF0000912660
27,Q096,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,"CM,F&E",In-Progress,5/24/2021,10/20/2021,,208670,215561,210074,DSF0000912660
27,Q096,P.S. 96 - QUEENS,DOE - RESOA,FY22 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,8/1/2023,DOER,,DOER,359759,0,DSF0001033790
27,Q096,P.S. 96 - QUEENS,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,In-Progress,6/27/2023,DOER,,DOER,60784,0,DSF0001035866
27,Q097,P.S. 97 - QUEENS,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY / RTU REPLACEMENT,Scope,Complete,1/29/2020,6/12/2020,11/19/2021,94746,147862,130493,"DSF0000947436, DSF0001022095, DSF0001022098, DSF0001022102"
27,Q097,P.S. 97 - QUEENS,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY / RTU REPLACEMENT,Design,Complete,12/1/2021,5/4/2022,5/13/2022,464365,494744,466647,"DSF0000947436, DSF0001022095, DSF0001022098, DSF0001022102"
27,Q097,P.S. 97 - QUEENS,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY / RTU REPLACEMENT,Construction,In-Progress,7/12/2022,4/1/2024,,9638032,8734366,7822031,"DSF0000947436, DSF0001022095, DSF0001022098, DSF0001022102"
27,Q097,P.S. 97 - QUEENS,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY / RTU REPLACEMENT,"CM,F&E",In-Progress,7/12/2022,4/1/2024,,734207,1166050,1136906,"DSF0000947436, DSF0001022095, DSF0001022098, DSF0001022102"
27,Q097,P.S. 97 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF0001113637
27,Q097,P.S. 97 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0,0,DSF0001113637
27,Q097,P.S. 97 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0,0,DSF0001113637
27,Q097,P.S. 97 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0,0,DSF0001113637
27,Q097,P.S. 97 - QUEENS,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,Scope,In-Progress,2/26/2025,5/27/2025,,0,35663,1103,DSF0001113001
27,Q097,P.S. 97 - QUEENS,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,105000,69337,4413,DSF0001113001
27,Q097,P.S. 97 - QUEENS,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,1540000,1540000,0,DSF0001113001
27,Q097,P.S. 97 - QUEENS,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,105000,105000,383,DSF0001113001
27,Q097,P.S. 97 - QUEENS,SCA IEH,PO18-REPAIR ENCAPSULATE AND PAINT ALL DAMAGED WALL AND CEILING PLASTER AREAS IN ROOM 205,Construction,Complete,4/11/2025,IEH,4/13/2025,IEH,32815,2091,SCA0000074139
27,Q097,P.S. 97 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/11/2025,DIIR,7/10/2025,DIIR,50000,50000,DSF0001113002
27,Q097,P.S. 97 - QUEENS,DOE - RESOA,FY14 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,118435,0,DSF0000798722
27,Q100,P.S. 100 - QUEENS,SCA CIP,ROOFS / EMERGENCY GENERATOR / EXTERIOR MASONRY / WINDOWS / PARAPETS,Scope,Complete,6/7/2023,12/6/2023,10/6/2023,157820,299578,230011,"DSF0001072917, DSF0001087227, DSF0001087225, DSF0001087224, DSF0001087223"
27,Q100,P.S. 100 - QUEENS,SCA CIP,ROOFS / EMERGENCY GENERATOR / EXTERIOR MASONRY / WINDOWS / PARAPETS,Design,Complete,11/3/2023,6/28/2024,4/19/2024,779722,507890,496869,"DSF0001072917, DSF0001087227, DSF0001087225, DSF0001087224, DSF0001087223"
27,Q100,P.S. 100 - QUEENS,SCA CIP,ROOFS / EMERGENCY GENERATOR / EXTERIOR MASONRY / WINDOWS / PARAPETS,Construction,In-Progress,9/12/2025,9/1/2027,,16732244,15006211,157072,"DSF0001072917, DSF0001087227, DSF0001087225, DSF0001087224, DSF0001087223"
27,Q100,P.S. 100 - QUEENS,SCA CIP,ROOFS / EMERGENCY GENERATOR / EXTERIOR MASONRY / WINDOWS / PARAPETS,"CM,F&E",In-Progress,9/12/2025,9/1/2027,,1175104,60295,55362,"DSF0001072917, DSF0001087227, DSF0001087225, DSF0001087224, DSF0001087223"
27,Q100,P.S. 100 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,8/27/2025,12/30/2025,9/17/2025,4161,2484,2484,DSF0001087512
27,Q100,P.S. 100 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,9/17/2025,3/18/2026,,16643,16643,9938,DSF0001087512
27,Q100,P.S. 100 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,239244,239244,0,DSF0001087512
27,Q100,P.S. 100 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,61371,61371,0,DSF0001087512
27,Q104,P.S. 104 - QUEENS,SCA CIP,DOWNTOWN FAR ROCKAWAY REZONING PARK UPGRADES,Scope,Complete,5/22/2019,8/21/2019,8/13/2019,13950,31091,31091,DSF0000911829
27,Q104,P.S. 104 - QUEENS,SCA CIP,DOWNTOWN FAR ROCKAWAY REZONING PARK UPGRADES,Design,Complete,8/27/2019,1/15/2020,3/31/2020,62775,81374,74898,DSF0000911829
27,Q104,P.S. 104 - QUEENS,SCA CIP,DOWNTOWN FAR ROCKAWAY REZONING PARK UPGRADES,Construction,In-Progress,6/9/2021,6/8/2022,,809100,842946,635079,DSF0000911829
